category,collection,name,slug,image,short_description,description,price,available,handle,sku
Military,,Reobrix Strategic Nuclear Submarine,,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixConstructionSetsStrategicNuclearSubmarine-1.jpg?v=1710472498,,"<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Item : Reobrix 800</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Number of Pieces : 1498 <br></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Dimensions(L x W x H) : 45*32*8 CM</span></p>
<p data-mce-fragment=""1"">Package Type: Original packaging included (color box)</p>",,,reobrix-800-strategic-nuclear-submarine,800
Locomotive,,Reobrix Db12,,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixConstructionSetsDb12-1.jpg?v=1710317990,,"<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Item : Reobrix 798</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Number of Pieces : 316 <br></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Dimensions(L x W x H) : 30*22.5*5.5 CM</span></p>
<p data-mce-fragment=""1"">Package Type: Original packaging included (color box)</p>",,,reobrix-798-db12,798
Locomotive,,Reobrix Srt,,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixConstructionSetsSrt-1.jpg?v=1710317903,,"<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Item : Reobrix 796</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Number of Pieces : 336 <br></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Dimensions(L x W x H) : 30*22.5*5.5 CM</span></p>
<p data-mce-fragment=""1"">Package Type: Original packaging included (color box)</p>",,,reobrix-796-srt,796
Locomotive,,Reobrix Vision Gt,,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixConstructionSetsVisionGt-1.jpg?v=1710317846,,"<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Item : Reobrix 795</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Number of Pieces : 356 <br></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Dimensions(L x W x H) : 30*22.5*5.5 CM</span></p>
<p data-mce-fragment=""1"">Package Type: Original packaging included (color box)</p>",,,reobrix-795-vision-gt,795
Locomotive,,Reobrix 9X8,,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixConstructionSets9X8-1.jpg?v=1710317786,,"<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Item : Reobrix 793</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Number of Pieces : 280 <br></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Dimensions(L x W x H) : 30*22.5*5.5 CM</span></p>
<p data-mce-fragment=""1"">Package Type: Original packaging included (color box)</p>",,,reobrix-793-9x8,793
Locomotive,,Reobrix 935,,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixConstructionSets935-1.jpg?v=1710317619,,"<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Item : Reobrix 792</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Number of Pieces : 346 <br></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Dimensions(L x W x H) : 30*22.5*5.5 CM</span></p>
<p data-mce-fragment=""1"">Package Type: Original packaging included (color box)</p>",,,reobrix-792-935,792
Locomotive,,Reobrix 911 Gt3,,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixConstructionSets911Gt3-1.jpg?v=1710317530,,"<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Item : Reobrix 791</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Number of Pieces : 338 <br></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Dimensions(L x W x H) : 30*22.5*5.5 CM</span></p>
<p data-mce-fragment=""1"">Package Type: Original packaging included (color box)</p>",,,reobrix-791-911-gt3,791
Locomotive,,Reobrix Cullinan,,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixConstructionSetsCullinan-1.jpg?v=1710472461,,"<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Item : Reobrix 790</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Number of Pieces : 480 <br></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Dimensions(L x W x H) : 30*22.5*5.5 CM</span></p>
<p data-mce-fragment=""1"">Package Type: Original packaging included (color box)</p>",,,reobrix-790-cullinan,790
Lagrange,,Reobrix Artillery Escort Boat,,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixConstructionSetsArtilleryEscortBoat-1.jpg?v=1710486085,,"<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Item : Reobrix 788</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Number of Pieces : 966 <br></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Dimensions(L x W x H) : 30*22.5*7 CM</span></p>
<p data-mce-fragment=""1"">Package Type: Original packaging included (color box)</p>",,,reobrix-788-artillery-escort-boat,788
Lagrange,,Reobrix Stingray,,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixConstructionSetsStingray-1.jpg?v=1710317379,,"<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Item : Reobrix 787</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Number of Pieces : 846 <br></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Dimensions(L x W x H) : 30*22.5*7 CM</span></p>
<p data-mce-fragment=""1"">Package Type: Original packaging included (color box)</p>",,,reobrix-787-stingray,787
Lagrange,,Reobrix Heavy Attack Aircraft,,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/HeavyAttackAircraftreobrixconstructionsets_1.jpg?v=1710311209,,"<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Item : Reobrix 786</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Number of Pieces : 858 <br></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Dimensions(L x W x H) : 30*22.5*7 CM</span></p>
<p data-mce-fragment=""1"">Package Type: Original packaging included (color box)</p>",,,reobrix-786-heavy-attack-aircraft,786
Locomotive,,Reobrix Urus,,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixConstructionSetsUrus-1.jpg?v=1710335482,,"<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Item : Reobrix 690</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Number of Pieces : 408 <br></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Dimensions(L x W x H) : 30*22.5*5.5 CM</span></p>
<p data-mce-fragment=""1"">Package Type: Original packaging included (color box)</p>",,,reobrix-690-urus,690
Locomotive,,Reobrix Pur-Osangue,,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixConstructionSetsPur-Osangue-1.jpg?v=1710472377,,"<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Item : Reobrix 689</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Number of Pieces : 416 <br></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Dimensions(L x W x H) : 30*22.5*5.5 CM</span></p>
<p data-mce-fragment=""1"">Package Type: Original packaging included (color box)</p>",,,reobrix-689-pur-osangue,689
Locomotive,,Reobrix Boat Tail - Static Version,,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixConstructionSetsBoatTail-StaticVersion-1.jpg?v=1710335397,,"<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Item : Reobrix 688</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Number of Pieces : 417 <br></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Dimensions(L x W x H) : 30*22.5*5.5 CM</span></p>
<p data-mce-fragment=""1"">Package Type: Original packaging included (color box)</p>",,,reobrix-688-boat-tail-static-version,688
Locomotive,,Reobrix Svj - Static Version,,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixConstructionSetsSvj-StaticVersion-1.jpg?v=1710335290,,"<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Item : Reobrix 687</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Number of Pieces : 382 <br></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Dimensions(L x W x H) : 30*22.5*5.5 CM</span></p>
<p data-mce-fragment=""1"">Package Type: Original packaging included (color box)</p>",,,reobrix-687-svj-static-version,687
Locomotive,,Reobrix Fxx-K - Static Version,,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixConstructionSetsFxx-K-StaticVersion-1.jpg?v=1710335341,,"<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Item : Reobrix 686</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Number of Pieces : 392 <br></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Dimensions(L x W x H) : 30*22.5*5.5 CM</span></p>
<p data-mce-fragment=""1"">Package Type: Original packaging included (color box)</p>",,,reobrix-686-fxx-k-static-version,686
Locomotive,,Reobrix La Voiture Noire - Static Version,,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixConstructionSetsLaVoitureNoire-StaticVersion-1.jpg?v=1710325871,,"<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Item : Reobrix 685</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Number of Pieces : 339 <br></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Dimensions(L x W x H) : 30*22.5*5.5 CM</span></p>
<p data-mce-fragment=""1"">Package Type: Original packaging included (color box)</p>",,,reobrix-685-la-voiture-noire-static-version,685
Locomotive,,Reobrix Viper - Static Version,,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixConstructionSetsViper-StaticVersion-1.jpg?v=1710324216,,"<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Item : Reobrix 683</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Number of Pieces : 419 <br></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Dimensions(L x W x H) : 30*22.5*5.5 CM</span></p>
<p data-mce-fragment=""1"">Package Type: Original packaging included (color box)</p>",,,reobrix-683-viper-static-version,683
Locomotive,,Reobrix Gt500 - Static Version,,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixConstructionSetsGt500-StaticVersion-1.jpg?v=1710324141,,"<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Item : Reobrix 682</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Number of Pieces : 476 <br></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Dimensions(L x W x H) : 30*22.5*5.5 CM</span></p>
<p data-mce-fragment=""1"">Package Type: Original packaging included (color box)</p>",,,reobrix-682-gt500-static-version,682
Locomotive,,Reobrix R8 Supercar - Static Version,,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixConstructionSetsR8Supercar-StaticVersion-1.jpg?v=1710324068,,"<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Item : Reobrix 681</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Number of Pieces : 413 <br></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Dimensions(L x W x H) : 30*22.5*5.5 CM</span></p>
<p data-mce-fragment=""1"">Package Type: Original packaging included (color box)</p>",,,reobrix-681-r8-supercar-static-version,681
Locomotive,,Reobrix 917 Living Legend - Static Version,,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixConstructionSets917LivingLegend-StaticVersion-1.jpg?v=1710323986,,"<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Item : Reobrix 680</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Number of Pieces : 355 <br></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Dimensions(L x W x H) : 30*22.5*5.5 CM</span></p>
<p data-mce-fragment=""1"">Package Type: Original packaging included (color box)</p>",,,reobrix-680-917-living-legend-static-version,680
Locomotive,,Reobrix X6,,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixConstructionSetsX6-1.jpg?v=1710323866,,"<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Item : Reobrix 679</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Number of Pieces : 452 <br></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Dimensions(L x W x H) : 30*22.5*5.5 CM</span></p>
<p data-mce-fragment=""1"">Package Type: Original packaging included (color box)</p>",,,reobrix-679-x6,679
Locomotive,,Reobrix Saber,,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixConstructionSetsSaber-1.jpg?v=1710472339,,"<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Item : Reobrix 678</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Number of Pieces : 390 <br></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Dimensions(L x W x H) : 30*22.5*5.5 CM</span></p>
<p data-mce-fragment=""1"">Package Type: Original packaging included (color box)</p>",,,reobrix-678-saber,678
Locomotive,,Reobrix P1 Gtr,,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixConstructionSetsP1Gtr-1.jpg?v=1710472313,,"<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Item : Reobrix 677</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Number of Pieces : 368 <br></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Dimensions(L x W x H) : 30*22.5*5.5 CM</span></p>
<p data-mce-fragment=""1"">Package Type: Original packaging included (color box)</p>",,,reobrix-677-p1-gtr,677
Locomotive,,Reobrix 599XX EVO,,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixConstructionSets599XxEvo-1.jpg?v=1710472274,,"<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Item : Reobrix 676</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Number of Pieces : 413 <br></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Dimensions(L x W x H) : 30*22.5*5.5 CM</span></p>
<p data-mce-fragment=""1"">Package Type: Original packaging included (color box)</p>",,,reobrix-676-599xx-evo,676
Locomotive,,Reobrix M4 Gt3,,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixConstructionSetsM4Gt3-1.jpg?v=1710472223,,"<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Item : Reobrix 672</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Number of Pieces : 385 <br></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Dimensions(L x W x H) : 30*22.5*5.5 CM</span></p>
<p data-mce-fragment=""1"">Package Type: Original packaging included (color box)</p>",,,reobrix-672-m4-gt3,672
Locomotive,,Reobrix H2 Sx Se 1:5 Scale,,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/2000X2667-1.jpg?v=1710398305,,"<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Item : Reobrix 570</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Number of Pieces : 2088 <br></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Dimensions(L x W x H) : 40*25*13 CM</span></p>
<p data-mce-fragment=""1"">Package Type: Original packaging included (color box)</p>",,,reobrix-570-h2-sx-se-1-5-scale,570
Premium Display Figures,,Reobrix Lion,,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixConstructionSetsLion-750X1000_1.jpg?v=1710398342,,"<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Item : Reobrix 569</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Number of Pieces : 498 <br></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Dimensions(L x W x H) : 30*22.5*5.5 CM</span></p>
<p data-mce-fragment=""1"">Package Type: Original packaging included (color box)</p>",,,reobrix-569-lion,569
Premium Display Figures,,Reobrix Koi,,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixConstructionSetsKoi-750X1000_1.jpg?v=1710398382,,"<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Item : Reobrix 568</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Number of Pieces : 486 <br></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Dimensions(L x W x H) : 30*22.5*5.5 CM</span></p>
<p data-mce-fragment=""1"">Package Type: Original packaging included (color box)</p>",,,reobrix-568-koi,568
